Robust_outlier_observations,Unique_1Mb_windows_with_outlier,Within_pair_multiwindow_clusters,Consensus_secondary_regions,Nigeria_recurrent_2of3_control0_window_site_signals,Nigeria_recurrent_3of3_control0_window_site_signals,Robust_outliers_with_verified_site_counts,Robust_outliers_lt1000_sites
83,27,16,22,0,0,83,3
