Hypothesis_ID,N_Nigeria_pairs,Mean_delta_FST0_minus_FST4,Wilcoxon_statistic,Raw_p,Interpretation_limit
A-H2,3,0.02423657255002713,0.0,0.25,Exploratory only: n=3 pair-level observations.
