Comparison_group,Pair_ID,Pair_short,Pair_label,Country_pair,Location_pair,N_population_1,N_population_2,Minimum_pair_population_size,Contig,Region,Distance_from_CEN_midpoint_Mb,Site_class,FST_estimate,Jackknife_standard_error,FST_to_SE_ratio,n_jack,Run_status,Error_message
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:15393109-16393108,8.5,0-fold,0.1811290509963604,0.0605573220228141,2.9910346915295003,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:14393109-15393108,9.5,4-fold,0.1534064939612437,0.0400915247885163,3.8264070715809995,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:14393109-15393108,9.5,0-fold,0.2009412562247824,0.0443842686414824,4.527308038978901,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:13393109-14393108,10.5,4-fold,0.0127418867296682,0.0032952151474027,3.8667844616189626,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:13393109-14393108,10.5,0-fold,0.0080799314209103,0.0033352325326928,2.4225991266602107,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:12393109-13393108,11.5,4-fold,0.0023582780526204,0.0006119183288607,3.8539098134405605,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:12393109-13393108,11.5,0-fold,0.0006557581010799,0.0005544799445543,1.1826543187364675,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:11393109-12393108,12.5,4-fold,0.0023374062840766,0.0007685476070803,3.0413292066009663,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:11393109-12393108,12.5,0-fold,0.0027787173519532,0.0009291772947018,2.9905136165052024,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:10393109-11393108,13.5,4-fold,0.0001948731175871,0.0006244056101282,0.3120937967663192,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:10393109-11393108,13.5,0-fold,0.0,0.0005492444904288,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:9393109-10393108,14.5,4-fold,0.0019038818017429,0.0003842274038174,4.95509113308248,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:9393109-10393108,14.5,0-fold,0.0030158480931456,0.00107335117006,2.809749667461596,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:8393109-9393108,15.5,4-fold,0.0084666101276929,0.0048011743646555,1.7634456665479608,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:8393109-9393108,15.5,0-fold,0.0108143854744488,0.005896385308362,1.8340703513917764,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:7393109-8393108,16.5,4-fold,0.0021288011032227,0.0005094202224701,4.178870428230101,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:7393109-8393108,16.5,0-fold,0.0024584413660302,0.00070904136908,3.4672749337885507,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:6393109-7393108,17.5,4-fold,0.0011242891751747,0.0004956001894829,2.2685406483556076,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:6393109-7393108,17.5,0-fold,0.0,0.0005102855477787,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:5393109-6393108,18.5,4-fold,0.0007521247994746,0.0004960641395181,1.516184580899658,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:5393109-6393108,18.5,0-fold,0.0008616593486011,0.0004149339701072,2.076617993890658,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:4393109-5393108,19.5,4-fold,0.0008554814787556,0.0003689952195579,2.318408026479498,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:4393109-5393108,19.5,0-fold,0.0003848025060088,0.0006069731244197,0.6339695952381624,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:3393109-4393108,20.5,4-fold,0.0003628494200205,0.0005985212279006,0.6062431925651943,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:3393109-4393108,20.5,0-fold,0.0019930539897071,0.0016781405789343,1.1876561562993637,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:2393109-3393108,21.5,4-fold,0.0010153274213394,0.0006310420981427,1.6089693925773554,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:2393109-3393108,21.5,0-fold,0.0018924502784583,0.0006238425570087,3.033538281730126,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:1393109-2393108,22.5,4-fold,0.0010905512659538,0.0005550272527806,1.9648607532158253,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:1393109-2393108,22.5,0-fold,0.0023577453683579,0.0010224353861506,2.3060091623341124,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:393109-1393108,23.5,4-fold,0.0006275295343189,0.0003981142765748,1.576254787238197,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:393109-1393108,23.5,0-fold,0.0012527161536638,0.0006295940632155,1.9897204037564364,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:52200685-53200684,0.5,4-fold,0.0216423674484011,0.0074286581768306,2.9133615968361473,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:52200685-53200684,0.5,0-fold,0.0110953533588894,0.0075732077276068,1.4650797598543661,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:51200685-52200684,1.5,4-fold,0.0010893530100851,0.0008100784252598,1.3447500589041534,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:51200685-52200684,1.5,0-fold,0.0012677196613402,0.0018082273642168,0.701084214533657,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:50200685-51200684,2.5,4-fold,0.0021138389609143,0.0015082428913317,1.4015242326439148,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:50200685-51200684,2.5,0-fold,0.0020450350200757,0.0012272587870337,1.6663437586937757,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:49200685-50200684,3.5,4-fold,0.0043657069188622,0.0024818025831759,1.7590871040497975,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:49200685-50200684,3.5,0-fold,0.0060175006996987,0.0043119173603973,1.3955510267813314,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:48200685-49200684,4.5,4-fold,0.0009423970350531,0.0007302662414541,1.2904841844757975,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:48200685-49200684,4.5,0-fold,0.0005688244415355,0.0006049896566013,0.9402217630149773,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:47200685-48200684,5.5,4-fold,0.0003678940291614,0.0005765359886841,0.638111126420903,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:47200685-48200684,5.5,0-fold,0.0,0.0005420392445841,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:46200685-47200684,6.5,4-fold,0.0020916720260889,0.0012674774040439,1.6502637596657725,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:46200685-47200684,6.5,0-fold,0.0010474773020397,0.0009653190427532,1.085109953961102,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:45200685-46200684,7.5,4-fold,0.0033870375925186,0.0015384073654957,2.201651960647784,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:45200685-46200684,7.5,0-fold,0.0029564328142735,0.0013104425778031,2.256056743233901,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:44200685-45200684,8.5,4-fold,0.0,0.0004614179043431,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:44200685-45200684,8.5,0-fold,0.0,0.0004919053284575,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:43200685-44200684,9.5,4-fold,0.0013318912754473,0.0006275369838127,2.1224108057427697,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:43200685-44200684,9.5,0-fold,0.001937968230765,0.0005956512881197,3.253528145439942,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:42200685-43200684,10.5,4-fold,0.0005638271240814,0.0005366993460069,1.0505455769162635,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:42200685-43200684,10.5,0-fold,0.0,0.000819842222861,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:41200685-42200684,11.5,4-fold,0.001667894185127,0.0007419718788527,2.247921023241527,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:41200685-42200684,11.5,0-fold,0.0,0.0005924266981931,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:40200685-41200684,12.5,4-fold,0.0,0.0015514072464992,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:40200685-41200684,12.5,0-fold,0.0006355540463984,0.0018501438757629,0.34351601230814094,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:39200685-40200684,13.5,4-fold,0.0013425317948229,0.0015683152045186,0.8560344189451349,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:39200685-40200684,13.5,0-fold,0.0002760634751374,0.0010788377383333,0.25588970920121074,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:38200685-39200684,14.5,4-fold,0.0,0.0005146444187622,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:38200685-39200684,14.5,0-fold,0.0002627194081535,0.0008508525497266,0.3087719584761405,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:37200685-38200684,15.5,4-fold,0.0004791231663491,0.000518186918802,0.9246145530975353,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:37200685-38200684,15.5,0-fold,1.7412182850089137e-05,0.0003728952515951,0.0466945684494684,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:36200685-37200684,16.5,4-fold,0.0004721345227483,0.0004627997280298,1.020170268375566,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:36200685-37200684,16.5,0-fold,0.0,0.0003971034162491,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:35200685-36200684,17.5,4-fold,0.0,0.0003449363611733,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:35200685-36200684,17.5,0-fold,0.0,0.0006972154172584,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:34200685-35200684,18.5,4-fold,0.0003988531445137,0.0004396214923208,0.9072648891848295,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:34200685-35200684,18.5,0-fold,0.0006383192096461,0.0011049577513221,0.5776865304418568,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:33200685-34200684,19.5,4-fold,0.000625689089707,0.0005470287770644,1.1437955660481451,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:33200685-34200684,19.5,0-fold,0.0013122523994533,0.0006477402091029,2.0258930679488443,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:32200685-33200684,20.5,4-fold,0.000807102158696,0.0008484404625018,0.9512773074448788,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:32200685-33200684,20.5,0-fold,0.0014240373039646,0.0008349343090201,1.7055680771291888,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:31200685-32200684,21.5,4-fold,0.0009734257917395,0.0004596492238906,2.1177579361499865,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:31200685-32200684,21.5,0-fold,0.0016839211581014,0.0006960446570596,2.419271724913494,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:30200685-31200684,22.5,4-fold,0.0010004084118849,0.0005059235663593,1.9773904170623744,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:30200685-31200684,22.5,0-fold,0.0006210025578147,0.0007074142662445,0.8778485075109667,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:29200685-30200684,23.5,4-fold,0.0015699177368132,0.0008918027714798,1.7603866987407761,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:29200685-30200684,23.5,0-fold,0.0004301761881597,0.0015005829204801,0.28667272050655385,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:28200685-29200684,24.5,4-fold,0.077276995970456,0.0193438807930895,3.994906544195764,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,3R,3R:28200685-29200684,24.5,0-fold,0.0551989504301694,0.0153341776938788,3.5997333233071953,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,X,X:23393109-24393108,0.5,4-fold,0.0,0.0032917907247876,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,X,X:23393109-24393108,0.5,0-fold,0.0027305892274709,0.0019162671681481,1.424952257627922,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,X,X:22393109-23393108,1.5,4-fold,0.0,0.0011201240758502,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,X,X:22393109-23393108,1.5,0-fold,0.0001826401679703,0.0004774514711695,0.3825313754357685,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,X,X:21393109-22393108,2.5,4-fold,0.0010653212507699,0.0025930526240746,0.41083672613473793,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,X,X:21393109-22393108,2.5,0-fold,0.0162863251439931,0.0147051377848227,1.1075261845422733,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,X,X:20393109-21393108,3.5,4-fold,0.0069001442617087,0.0058375404376981,1.1820293727043736,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,X,X:20393109-21393108,3.5,0-fold,0.0,0.0012575562334108,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria vs Mali,Gombe vs Faladje,57,75,57,X,X:19393109-20393108,4.5,4-fold,0.0012303449275351,0.0013352947210703,0.9214032738397423,20,success,
