Comparison_group,Pair_ID,Pair_short,Pair_label,Country_pair,Location_pair,N_population_1,N_population_2,Minimum_pair_population_size,Contig,Region,Distance_from_CEN_midpoint_Mb,Site_class,FST_estimate,Jackknife_standard_error,FST_to_SE_ratio,n_jack,Run_status,Error_message
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:7393109-8393108,16.5,4-fold,0.0029304474510122,0.0007346665035136,3.988813205715935,20,success,
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:7393109-8393108,16.5,0-fold,0.0035621842112206,0.0008576742240454,4.1533068283419,20,success,
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:6393109-7393108,17.5,4-fold,0.0012977183315556,0.0003188816394717,4.069592509953115,20,success,
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:6393109-7393108,17.5,0-fold,0.0005069431299401,0.0005966083603756,0.8497083909802228,20,success,
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:5393109-6393108,18.5,4-fold,0.0004102643539356,0.0003595676036532,1.1409936539535874,20,success,
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:5393109-6393108,18.5,0-fold,1.0263447831029762e-05,0.000691668553552,0.01483867927538815,20,success,
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:4393109-5393108,19.5,4-fold,0.0012640043580025,0.0004894272380346,2.5826195597089785,20,success,
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:4393109-5393108,19.5,0-fold,8.536354170373772e-05,0.0005979308269351,0.14276491168936362,20,success,
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:3393109-4393108,20.5,4-fold,0.0008977440141916,0.0004958695954317,1.8104437587265891,20,success,
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:3393109-4393108,20.5,0-fold,0.0035852030141228,0.0019404811169543,1.84758459270657,20,success,
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:2393109-3393108,21.5,4-fold,0.0012707120068711,0.000609254907321,2.0856820217643257,20,success,
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:2393109-3393108,21.5,0-fold,0.00229374041204,0.0008302098853213,2.7628440140197776,20,success,
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:1393109-2393108,22.5,4-fold,0.001178598065658,0.0004728900111032,2.492330220527309,20,success,
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:1393109-2393108,22.5,0-fold,0.0014538238741795,0.0004346758813482,3.3446159231800228,20,success,
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:393109-1393108,23.5,4-fold,0.0004057209561488,0.0003509638473301,1.1560192288614788,20,success,
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria vs Burkina Faso,Gombe vs Bana Village,57,120,57,X,X:393109-1393108,23.5,0-fold,0.0006737533611488,0.0006373293589259,1.0571509874961447,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:52200685-53200684,0.5,4-fold,0.0018025393357352,0.0011929851814306,1.5109486385854658,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:52200685-53200684,0.5,0-fold,0.0022683379355821,0.0021264941835946,1.0667030989700284,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:51200685-52200684,1.5,4-fold,0.001593769665739,0.0007783920651324,2.047515303830736,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:51200685-52200684,1.5,0-fold,0.0033020507847952,0.0013740229965892,2.4031990679865123,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:50200685-51200684,2.5,4-fold,0.001834176421272,0.000847606748699,2.1639474014185183,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:50200685-51200684,2.5,0-fold,0.0026341351858235,0.0014611583929979,1.802771827097383,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:49200685-50200684,3.5,4-fold,0.002935868079236,0.0010219613781695,2.872777917003693,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:49200685-50200684,3.5,0-fold,0.0010472615212333,0.0011439668081514,0.9154649538526635,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:48200685-49200684,4.5,4-fold,0.0,0.0003925640024108,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:48200685-49200684,4.5,0-fold,0.0001743198459924,0.0007884108253754,0.2211028062804668,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:47200685-48200684,5.5,4-fold,0.0004138154226418,0.0006454221704515,0.6411546451097562,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:47200685-48200684,5.5,0-fold,0.0,0.0004824692591956,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:46200685-47200684,6.5,4-fold,0.0,0.0005802030247978,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:46200685-47200684,6.5,0-fold,0.0,0.0007224938091881,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:45200685-46200684,7.5,4-fold,0.003293447872753,0.001280433347448,2.5721353472377846,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:45200685-46200684,7.5,0-fold,0.0030823482053123,0.0011315616522372,2.7239772567568177,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:44200685-45200684,8.5,4-fold,2.6532536184175943e-05,0.0004377061532593,0.06061723370029458,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:44200685-45200684,8.5,0-fold,0.0001442683130259,0.0006513327248009,0.22149710513931276,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:43200685-44200684,9.5,4-fold,0.0005712065043022,0.0004660562918618,1.2256169786279387,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:43200685-44200684,9.5,0-fold,0.0009516723104882,0.0005213589720235,1.8253686261398105,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:42200685-43200684,10.5,4-fold,0.0020155254192768,0.0009536354762279,2.1135176590212437,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:42200685-43200684,10.5,0-fold,0.0,0.0006598449898844,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:41200685-42200684,11.5,4-fold,0.0010414260189764,0.0005123178541591,2.0327732295915375,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:41200685-42200684,11.5,0-fold,0.0006766552287759,0.0006610378012021,1.0236256195113194,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:40200685-41200684,12.5,4-fold,0.0,0.0013991725268625,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:40200685-41200684,12.5,0-fold,0.0035373167666409,0.0033302364980174,1.0621818506724017,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:39200685-40200684,13.5,4-fold,0.0073881803259811,0.0032213379806027,2.2935129348329975,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:39200685-40200684,13.5,0-fold,0.0046811779282024,0.001435237040772,3.2616061286186153,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:38200685-39200684,14.5,4-fold,0.0010526466715786,0.0005622303379976,1.872269424890219,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:38200685-39200684,14.5,0-fold,0.0011772185479538,0.0014256716037981,0.8257291123829628,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:37200685-38200684,15.5,4-fold,0.0,0.0004606965934724,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:37200685-38200684,15.5,0-fold,0.0,0.0004444815756865,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:36200685-37200684,16.5,4-fold,0.0006032819179807,0.0002841343261159,2.123227862777192,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:36200685-37200684,16.5,0-fold,0.0,0.0003302237053605,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:35200685-36200684,17.5,4-fold,0.0001072752444004,0.0004875356073533,0.22003571181758091,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:35200685-36200684,17.5,0-fold,0.0,0.000254607181247,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:34200685-35200684,18.5,4-fold,0.000756231608323,0.0004671526097782,1.6188106252516756,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:34200685-35200684,18.5,0-fold,0.001221293005948,0.0009531961208143,1.2812609905553005,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:33200685-34200684,19.5,4-fold,0.0,0.0003320693891176,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:33200685-34200684,19.5,0-fold,0.0007503697810767,0.0005946776782579,1.2618092262600102,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:32200685-33200684,20.5,4-fold,0.0005481796964409,0.0006647628955774,0.8246243887676101,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:32200685-33200684,20.5,0-fold,0.0002757860104016,0.0007817521862797,0.35277932731348655,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:31200685-32200684,21.5,4-fold,8.966213655381036e-05,0.0003373886665625,0.26575325563640645,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:31200685-32200684,21.5,0-fold,0.0004298264561646,0.000556088554218,0.7729460585086917,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:30200685-31200684,22.5,4-fold,0.0006603540665308,0.0004675298648223,1.4124318385132235,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:30200685-31200684,22.5,0-fold,0.0006824013739829,0.0006553752341844,1.041237658045064,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:29200685-30200684,23.5,4-fold,0.0014048473107749,0.0008630109285784,1.6278441723664419,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:29200685-30200684,23.5,0-fold,0.0004893264067775,0.0012079617171466,0.40508436636002654,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:28200685-29200684,24.5,4-fold,0.0816405990494552,0.0193580261108233,4.217403085524768,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:28200685-29200684,24.5,0-fold,0.062223381077445,0.0164210418059465,3.7892468585587693,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:23393109-24393108,0.5,4-fold,0.0,0.0030183741149731,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:23393109-24393108,0.5,0-fold,0.0006884877531599,0.0010431350503159,0.66001784999114,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:22393109-23393108,1.5,4-fold,0.0,0.0026263571135228,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:22393109-23393108,1.5,0-fold,0.0,0.0006372488845583,0.0,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:21393109-22393108,2.5,4-fold,0.0003610963503106,0.0011327014775217,0.31879215969653596,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:21393109-22393108,2.5,0-fold,0.0136534974796575,0.0152902784296394,0.8929528355213542,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:20393109-21393108,3.5,4-fold,0.008371684124615,0.0074653033566942,1.121412449650561,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:20393109-21393108,3.5,0-fold,0.0014718250601461,0.0047132892641127,0.31227132002117386,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:19393109-20393108,4.5,4-fold,0.0016520736085489,0.001150536451545,1.435915921073522,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:19393109-20393108,4.5,0-fold,0.0037479153257173,0.0035462605790984,1.0568640521814583,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:18393109-19393108,5.5,4-fold,0.0042636779712191,0.0014760490752102,2.8885746706029556,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:18393109-19393108,5.5,0-fold,0.0029992414865876,0.0009446135368056,3.1750989899320476,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:17393109-18393108,6.5,4-fold,0.0026653677248587,0.001087009432913,2.4520189468052442,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:17393109-18393108,6.5,0-fold,0.0015964416587088,0.0008037174416655,1.9863220280507796,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:16393109-17393108,7.5,4-fold,0.0116938656394083,0.0020885451900469,5.599048416637662,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:16393109-17393108,7.5,0-fold,0.0149637525534236,0.0039583273956677,3.7803221051904625,20,success,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:15393109-16393108,8.5,4-fold,0.1051240854882393,0.0291208408700158,3.6099261679109014,20,success,
