Analysis,Pair_ID,Pair_short,Pair_label,Comparison_group,Population_1,Population_2,Country_1,Country_2,Location_1,Location_2,Country_pair,Location_pair,N_population_1,N_population_2,Minimum_pair_population_size,Contig,Region,Genomic_start_POS,Genomic_end_POS,Distance_from_CEN_start,Distance_from_CEN_end,Distance_from_CEN_midpoint_Mb,Window_size_bp,Site_class,MalariaGEN_site_class_argument,Site_mask,FST_formula,FST_estimate,Jackknife_standard_error,n_jack,Run_status,Error_message,FST_to_SE_ratio
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:50200685-51200684,50200685,51200684,2000000,3000000,2.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.0004639711113034,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:49200685-50200684,49200685,50200684,3000000,4000000,3.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0004055002200681,0.0005000315062033,20,success,,0.8109493402666391
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:49200685-50200684,49200685,50200684,3000000,4000000,3.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.000372426803975,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:48200685-49200684,48200685,49200684,4000000,5000000,4.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0003921758675882,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:48200685-49200684,48200685,49200684,4000000,5000000,4.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0004332348338812,0.0006727283505859,20,success,,0.6439966942137675
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:47200685-48200684,47200685,48200684,5000000,6000000,5.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0001172557938965,0.000420371807834,20,success,,0.2789335338653418
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:47200685-48200684,47200685,48200684,5000000,6000000,5.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.000490313378948,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:46200685-47200684,46200685,47200684,6000000,7000000,6.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0003519386461627,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:46200685-47200684,46200685,47200684,6000000,7000000,6.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.0004754496850898,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:45200685-46200684,45200685,46200684,7000000,8000000,7.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0008167882470794,0.0005757595095566,20,success,,1.418627453862498
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:45200685-46200684,45200685,46200684,7000000,8000000,7.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0012981841206191,0.0007444626089173,20,success,,1.7437868672908878
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:44200685-45200684,44200685,45200684,8000000,9000000,8.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0004650246636588,0.0004407685152073,20,success,,1.0550314907136502
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:44200685-45200684,44200685,45200684,8000000,9000000,8.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0005010231092312,0.0004800248288107,20,success,,1.043744154802419
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:43200685-44200684,43200685,44200684,9000000,10000000,9.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0002100401559859,0.000329863744759,20,success,,0.6367482311199624
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:43200685-44200684,43200685,44200684,9000000,10000000,9.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0004354868235955,0.0004177972074404,20,success,,1.042340197205898
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:42200685-43200684,42200685,43200684,10000000,11000000,10.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0006381544123626,0.0006652764985644,20,success,,0.9592318588431625
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:42200685-43200684,42200685,43200684,10000000,11000000,10.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.0005450187643064,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:41200685-42200684,41200685,42200684,11000000,12000000,11.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0005286045655293,0.0005485444590032,20,success,,0.9636494487427069
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:41200685-42200684,41200685,42200684,11000000,12000000,11.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0010578482183179,0.0010387405774672,20,success,,1.0183950076325032
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:40200685-41200684,40200685,41200684,12000000,13000000,12.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0009038809494965,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:40200685-41200684,40200685,41200684,12000000,13000000,12.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.0008842905514794,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:39200685-40200684,39200685,40200684,13000000,14000000,13.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0036285125475884,0.0019283967237466,20,success,,1.881621402331942
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:39200685-40200684,39200685,40200684,13000000,14000000,13.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0054313245501015,0.0014399623448084,20,success,,3.771851791599583
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:38200685-39200684,38200685,39200684,14000000,15000000,14.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0004681667705467,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:38200685-39200684,38200685,39200684,14000000,15000000,14.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.0005952344419148,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:37200685-38200684,37200685,38200684,15000000,16000000,15.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0003367438615767,0.0005121682388761,20,success,,0.6574868100287699
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:37200685-38200684,37200685,38200684,15000000,16000000,15.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.0004214510580163,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:36200685-37200684,36200685,37200684,16000000,17000000,16.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,9.205242572406476e-05,0.0002392131217165,20,success,,0.38481344611672
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:36200685-37200684,36200685,37200684,16000000,17000000,16.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0006543595995997,0.0004134248261523,20,success,,1.582777710012613
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:35200685-36200684,35200685,36200684,17000000,18000000,17.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0004253757712632,0.0002665302204503,20,success,,1.595975760439218
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:35200685-36200684,35200685,36200684,17000000,18000000,17.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0008135474534167,0.0004318472826332,20,success,,1.8838776718845451
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:34200685-35200684,34200685,35200684,18000000,19000000,18.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0002132504200306,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:34200685-35200684,34200685,35200684,18000000,19000000,18.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0002515890568711,0.0005085677905783,20,success,,0.49470112250918274
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:33200685-34200684,33200685,34200684,19000000,20000000,19.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.000286610130516,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:33200685-34200684,33200685,34200684,19000000,20000000,19.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.0004364456323192,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:32200685-33200684,32200685,33200684,20000000,21000000,20.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0011060632110469,0.0006092643127838,20,success,,1.815407841619949
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:32200685-33200684,32200685,33200684,20000000,21000000,20.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0006531708798531,0.0009031887681093,20,success,,0.7231831295028418
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:31200685-32200684,31200685,32200684,21000000,22000000,21.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0001885265897373,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:31200685-32200684,31200685,32200684,21000000,22000000,21.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.0003111611515087,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:30200685-31200684,30200685,31200684,22000000,23000000,22.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0002130425983001,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:30200685-31200684,30200685,31200684,22000000,23000000,22.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.000497089443349,0.0004731636684256,20,success,,1.0505655368743978
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:29200685-30200684,29200685,30200684,23000000,24000000,23.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0003427312304544,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:29200685-30200684,29200685,30200684,23000000,24000000,23.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0002383507462243,0.0006244932048556,20,success,,0.3816706801147873
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:28200685-29200684,28200685,29200684,24000000,25000000,24.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0016848738085999,0.0008683377740426,20,success,,1.9403437912828163
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,Without Nigeria,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,Burkina Faso vs Guinea,Bana Village vs Siguiri_Dankakoro,120,81,81,3R,3R:28200685-29200684,28200685,29200684,24000000,25000000,24.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0016748395130472,0.0010444527423936,20,success,,1.6035570065227902
