Analysis,Pair_ID,Pair_short,Pair_label,Comparison_group,Population_1,Population_2,Country_1,Country_2,Location_1,Location_2,Country_pair,Location_pair,N_population_1,N_population_2,Minimum_pair_population_size,Contig,Region,Genomic_start_POS,Genomic_end_POS,Distance_from_CEN_start,Distance_from_CEN_end,Distance_from_CEN_midpoint_Mb,Window_size_bp,Site_class,MalariaGEN_site_class_argument,Site_mask,FST_formula,FST_estimate,Jackknife_standard_error,n_jack,Run_status,Error_message,FST_to_SE_ratio
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:35200685-36200684,35200685,36200684,17000000,18000000,17.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.000254607181247,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:34200685-35200684,34200685,35200684,18000000,19000000,18.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.000756231608323,0.0004671526097782,20,success,,1.6188106252516756
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:34200685-35200684,34200685,35200684,18000000,19000000,18.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.001221293005948,0.0009531961208143,20,success,,1.2812609905553005
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:33200685-34200684,33200685,34200684,19000000,20000000,19.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0003320693891176,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:33200685-34200684,33200685,34200684,19000000,20000000,19.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0007503697810767,0.0005946776782579,20,success,,1.2618092262600102
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:32200685-33200684,32200685,33200684,20000000,21000000,20.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0005481796964409,0.0006647628955774,20,success,,0.8246243887676101
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:32200685-33200684,32200685,33200684,20000000,21000000,20.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0002757860104016,0.0007817521862797,20,success,,0.35277932731348655
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:31200685-32200684,31200685,32200684,21000000,22000000,21.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,8.966213655381036e-05,0.0003373886665625,20,success,,0.26575325563640645
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:31200685-32200684,31200685,32200684,21000000,22000000,21.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0004298264561646,0.000556088554218,20,success,,0.7729460585086917
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:30200685-31200684,30200685,31200684,22000000,23000000,22.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0006603540665308,0.0004675298648223,20,success,,1.4124318385132235
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:30200685-31200684,30200685,31200684,22000000,23000000,22.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0006824013739829,0.0006553752341844,20,success,,1.041237658045064
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:29200685-30200684,29200685,30200684,23000000,24000000,23.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0014048473107749,0.0008630109285784,20,success,,1.6278441723664419
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:29200685-30200684,29200685,30200684,23000000,24000000,23.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0004893264067775,0.0012079617171466,20,success,,0.40508436636002654
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:28200685-29200684,28200685,29200684,24000000,25000000,24.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0816405990494552,0.0193580261108233,20,success,,4.217403085524768
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,3R,3R:28200685-29200684,28200685,29200684,24000000,25000000,24.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.062223381077445,0.0164210418059465,20,success,,3.7892468585587693
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:23393109-24393108,23393109,24393108,0,1000000,0.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0030183741149731,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:23393109-24393108,23393109,24393108,0,1000000,0.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0006884877531599,0.0010431350503159,20,success,,0.66001784999114
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:22393109-23393108,22393109,23393108,1000000,2000000,1.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0026263571135228,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:22393109-23393108,22393109,23393108,1000000,2000000,1.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.0006372488845583,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:21393109-22393108,21393109,22393108,2000000,3000000,2.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0003610963503106,0.0011327014775217,20,success,,0.31879215969653596
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:21393109-22393108,21393109,22393108,2000000,3000000,2.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0136534974796575,0.0152902784296394,20,success,,0.8929528355213542
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:20393109-21393108,20393109,21393108,3000000,4000000,3.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.008371684124615,0.0074653033566942,20,success,,1.121412449650561
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:20393109-21393108,20393109,21393108,3000000,4000000,3.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0014718250601461,0.0047132892641127,20,success,,0.31227132002117386
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:19393109-20393108,19393109,20393108,4000000,5000000,4.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0016520736085489,0.001150536451545,20,success,,1.435915921073522
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:19393109-20393108,19393109,20393108,4000000,5000000,4.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0037479153257173,0.0035462605790984,20,success,,1.0568640521814583
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:18393109-19393108,18393109,19393108,5000000,6000000,5.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0042636779712191,0.0014760490752102,20,success,,2.8885746706029556
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:18393109-19393108,18393109,19393108,5000000,6000000,5.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0029992414865876,0.0009446135368056,20,success,,3.1750989899320476
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:17393109-18393108,17393109,18393108,6000000,7000000,6.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0026653677248587,0.001087009432913,20,success,,2.4520189468052442
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:17393109-18393108,17393109,18393108,6000000,7000000,6.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0015964416587088,0.0008037174416655,20,success,,1.9863220280507796
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:16393109-17393108,16393109,17393108,7000000,8000000,7.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0116938656394083,0.0020885451900469,20,success,,5.599048416637662
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:16393109-17393108,16393109,17393108,7000000,8000000,7.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0149637525534236,0.0039583273956677,20,success,,3.7803221051904625
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:15393109-16393108,15393109,16393108,8000000,9000000,8.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.1051240854882393,0.0291208408700158,20,success,,3.6099261679109014
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:15393109-16393108,15393109,16393108,8000000,9000000,8.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.1811290509963604,0.0605573220228141,20,success,,2.9910346915295003
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:14393109-15393108,14393109,15393108,9000000,10000000,9.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.1534064939612437,0.0400915247885163,20,success,,3.8264070715809995
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:14393109-15393108,14393109,15393108,9000000,10000000,9.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.2009412562247824,0.0443842686414824,20,success,,4.527308038978901
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:13393109-14393108,13393109,14393108,10000000,11000000,10.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0127418867296682,0.0032952151474027,20,success,,3.8667844616189626
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:13393109-14393108,13393109,14393108,10000000,11000000,10.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0080799314209103,0.0033352325326928,20,success,,2.4225991266602107
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:12393109-13393108,12393109,13393108,11000000,12000000,11.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0023582780526204,0.0006119183288607,20,success,,3.8539098134405605
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:12393109-13393108,12393109,13393108,11000000,12000000,11.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0006557581010799,0.0005544799445543,20,success,,1.1826543187364675
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:11393109-12393108,11393109,12393108,12000000,13000000,12.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0023374062840766,0.0007685476070803,20,success,,3.0413292066009663
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:11393109-12393108,11393109,12393108,12000000,13000000,12.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0027787173519532,0.0009291772947018,20,success,,2.9905136165052024
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:10393109-11393108,10393109,11393108,13000000,14000000,13.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0001948731175871,0.0006244056101282,20,success,,0.3120937967663192
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:10393109-11393108,10393109,11393108,13000000,14000000,13.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.0005492444904288,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:9393109-10393108,9393109,10393108,14000000,15000000,14.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0019038818017429,0.0003842274038174,20,success,,4.95509113308248
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:9393109-10393108,9393109,10393108,14000000,15000000,14.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0030158480931456,0.00107335117006,20,success,,2.809749667461596
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:8393109-9393108,8393109,9393108,15000000,16000000,15.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0084666101276929,0.0048011743646555,20,success,,1.7634456665479608
Selected_6pairs_1Mb_scan_3R_X,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,With Nigeria,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,Nigeria vs Guinea,Gombe vs Siguiri_Dankakoro,57,81,57,X,X:8393109-9393108,8393109,9393108,15000000,16000000,15.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0108143854744488,0.005896385308362,20,success,,1.8340703513917764
