Comparison_group,Pair_ID,Pair_short,Pair_label,Population_1,Population_2,Country_1,Country_2,Location_1,Location_2,N_population_1,N_population_2,Contig,Region,Genomic_start_POS,Genomic_end_POS,Distance_from_CEN_start,Distance_from_CEN_end,Distance_from_CEN_midpoint_Mb,Window_size_bp,FST0,FST4,Total_sites_available,N_sites_FST4,N_sites_FST0,Pair_order,FST4_above_0p05,FST0_above_0p05,Either_FST_above_0p05,FST4_class_specific,FST0_class_specific,FST4_joint_window,FST0_joint_window
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:44200685-45200684,44200685,45200684,8000000,9000000,8.5,1000000,0.0,0.0,,7524,29111,3,False,False,False,0.0,0.0,0.0,0.0
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:43200685-44200684,43200685,44200684,9000000,10000000,9.5,1000000,0.001937968230765,0.0013318912754473,,15577,58548,3,False,False,False,0.0013318912754473,0.001937968230765,0.0013318912754473,0.001937968230765
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:42200685-43200684,42200685,43200684,10000000,11000000,10.5,1000000,0.0,0.0005638271240814,,4926,20567,3,False,False,False,0.0005638271240814,0.0,0.0005638271240814,0.0
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:41200685-42200684,41200685,42200684,11000000,12000000,11.5,1000000,0.0,0.001667894185127,,6292,25544,3,False,False,False,0.001667894185127,0.0,0.001667894185127,0.0
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:40200685-41200684,40200685,41200684,12000000,13000000,12.5,1000000,0.0006355540463984,0.0,,154,943,3,False,False,False,0.0,0.0006355540463984,0.0,0.0006355540463984
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:39200685-40200684,39200685,40200684,13000000,14000000,13.5,1000000,0.0002760634751374,0.0013425317948229,,929,4046,3,False,False,False,0.0013425317948229,0.0002760634751374,0.0013425317948229,0.0002760634751374
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:38200685-39200684,38200685,39200684,14000000,15000000,14.5,1000000,0.0002627194081535,0.0,,3935,15162,3,False,False,False,0.0,0.0002627194081535,0.0,0.0002627194081535
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:37200685-38200684,37200685,38200684,15000000,16000000,15.5,1000000,1.7412182850089137e-05,0.0004791231663491,,10427,40318,3,False,False,False,0.0004791231663491,1.7412182850089137e-05,0.0004791231663491,1.7412182850089137e-05
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:36200685-37200684,36200685,37200684,16000000,17000000,16.5,1000000,0.0,0.0004721345227483,,12882,50124,3,False,False,False,0.0004721345227483,0.0,0.0004721345227483,0.0
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:35200685-36200684,35200685,36200684,17000000,18000000,17.5,1000000,0.0,0.0,,13893,55922,3,False,False,False,0.0,0.0,0.0,0.0
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:34200685-35200684,34200685,35200684,18000000,19000000,18.5,1000000,0.0006383192096461,0.0003988531445137,,8453,31170,3,False,False,False,0.0003988531445137,0.0006383192096461,0.0003988531445137,0.0006383192096461
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:33200685-34200684,33200685,34200684,19000000,20000000,19.5,1000000,0.0013122523994533,0.000625689089707,,7436,28262,3,False,False,False,0.000625689089707,0.0013122523994533,0.000625689089707,0.0013122523994533
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:32200685-33200684,32200685,33200684,20000000,21000000,20.5,1000000,0.0014240373039646,0.000807102158696,,2090,8177,3,False,False,False,0.000807102158696,0.0014240373039646,0.000807102158696,0.0014240373039646
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:31200685-32200684,31200685,32200684,21000000,22000000,21.5,1000000,0.0016839211581014,0.0009734257917395,,8476,31667,3,False,False,False,0.0009734257917395,0.0016839211581014,0.0009734257917395,0.0016839211581014
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:30200685-31200684,30200685,31200684,22000000,23000000,22.5,1000000,0.0006210025578147,0.0010004084118849,,10926,41533,3,False,False,False,0.0010004084118849,0.0006210025578147,0.0010004084118849,0.0006210025578147
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:29200685-30200684,29200685,30200684,23000000,24000000,23.5,1000000,0.0004301761881597,0.0015699177368132,,4146,15604,3,False,False,False,0.0015699177368132,0.0004301761881597,0.0015699177368132,0.0004301761881597
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:28200685-29200684,28200685,29200684,24000000,25000000,24.5,1000000,0.0551989504301694,0.077276995970456,,10912,40164,3,True,True,True,,,,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:23393109-24393108,23393109,24393108,0,1000000,0.5,1000000,0.0027305892274709,0.0,,1995,7769,3,False,False,False,0.0,0.0027305892274709,0.0,0.0027305892274709
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:22393109-23393108,22393109,23393108,1000000,2000000,1.5,1000000,0.0001826401679703,0.0,,913,3779,3,False,False,False,0.0,0.0001826401679703,0.0,0.0001826401679703
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:21393109-22393108,21393109,22393108,2000000,3000000,2.5,1000000,0.0162863251439931,0.0010653212507699,,1008,4241,3,False,False,False,0.0010653212507699,0.0162863251439931,0.0010653212507699,0.0162863251439931
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:20393109-21393108,20393109,21393108,3000000,4000000,3.5,1000000,0.0,0.0069001442617087,,1004,4346,3,False,False,False,0.0069001442617087,0.0,0.0069001442617087,0.0
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:19393109-20393108,19393109,20393108,4000000,5000000,4.5,1000000,0.0001905503820552,0.0012303449275351,,7559,26297,3,False,False,False,0.0012303449275351,0.0001905503820552,0.0012303449275351,0.0001905503820552
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:18393109-19393108,18393109,19393108,5000000,6000000,5.5,1000000,0.0016483335215357,0.0051275026356875,,8599,30246,3,False,False,False,0.0051275026356875,0.0016483335215357,0.0051275026356875,0.0016483335215357
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:17393109-18393108,17393109,18393108,6000000,7000000,6.5,1000000,0.0021383150103508,0.003174841286485,,7663,26828,3,False,False,False,0.003174841286485,0.0021383150103508,0.003174841286485,0.0021383150103508
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:16393109-17393108,16393109,17393108,7000000,8000000,7.5,1000000,0.0126969011876938,0.0129205370278661,,9644,33912,3,False,False,False,0.0129205370278661,0.0126969011876938,0.0129205370278661,0.0126969011876938
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:15393109-16393108,15393109,16393108,8000000,9000000,8.5,1000000,0.1578545627399638,0.1029730376299967,,8592,29830,3,True,True,True,,,,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:14393109-15393108,14393109,15393108,9000000,10000000,9.5,1000000,0.173173257262577,0.1491242519971759,,7287,24942,3,True,True,True,,,,
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:13393109-14393108,13393109,14393108,10000000,11000000,10.5,1000000,0.0080550024012445,0.0164884209956215,,9597,34062,3,False,False,False,0.0164884209956215,0.0080550024012445,0.0164884209956215,0.0080550024012445
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:12393109-13393108,12393109,13393108,11000000,12000000,11.5,1000000,0.0037177528095327,0.0032536009845227,,7262,24701,3,False,False,False,0.0032536009845227,0.0037177528095327,0.0032536009845227,0.0037177528095327
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:11393109-12393108,11393109,12393108,12000000,13000000,12.5,1000000,0.0032477784435242,0.0019676350007847,,9421,33914,3,False,False,False,0.0019676350007847,0.0032477784435242,0.0019676350007847,0.0032477784435242
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:10393109-11393108,10393109,11393108,13000000,14000000,13.5,1000000,0.0,0.0004308842082271,,7101,23410,3,False,False,False,0.0004308842082271,0.0,0.0004308842082271,0.0
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:9393109-10393108,9393109,10393108,14000000,15000000,14.5,1000000,0.0049456551140876,0.0020312121027106,,13600,44499,3,False,False,False,0.0020312121027106,0.0049456551140876,0.0020312121027106,0.0049456551140876
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:8393109-9393108,8393109,9393108,15000000,16000000,15.5,1000000,0.0097447576246227,0.0079443460286777,,7345,23518,3,False,False,False,0.0079443460286777,0.0097447576246227,0.0079443460286777,0.0097447576246227
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:7393109-8393108,7393109,8393108,16000000,17000000,16.5,1000000,0.0024526235717715,0.0019385431545775,,14991,49696,3,False,False,False,0.0019385431545775,0.0024526235717715,0.0019385431545775,0.0024526235717715
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:6393109-7393108,6393109,7393108,17000000,18000000,17.5,1000000,0.0012747945345603,0.0010666101880496,,11501,37169,3,False,False,False,0.0010666101880496,0.0012747945345603,0.0010666101880496,0.0012747945345603
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:5393109-6393108,5393109,6393108,18000000,19000000,18.5,1000000,0.0,0.000448918730221,,11395,37847,3,False,False,False,0.000448918730221,0.0,0.000448918730221,0.0
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:4393109-5393108,4393109,5393108,19000000,20000000,19.5,1000000,0.0004983410458693,0.0010332794781061,,11599,37899,3,False,False,False,0.0010332794781061,0.0004983410458693,0.0010332794781061,0.0004983410458693
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:3393109-4393108,3393109,4393108,20000000,21000000,20.5,1000000,0.0009712418877747,0.0007225425405929,,6424,21945,3,False,False,False,0.0007225425405929,0.0009712418877747,0.0007225425405929,0.0009712418877747
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:2393109-3393108,2393109,3393108,21000000,22000000,21.5,1000000,0.0016824063251245,0.0017864011792154,,12147,40663,3,False,False,False,0.0017864011792154,0.0016824063251245,0.0017864011792154,0.0016824063251245
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:1393109-2393108,1393109,2393108,22000000,23000000,22.5,1000000,0.0017343045680174,0.0006058832750822,,13791,46192,3,False,False,False,0.0006058832750822,0.0017343045680174,0.0006058832750822,0.0017343045680174
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,X,X:393109-1393108,393109,1393108,23000000,24000000,23.5,1000000,0.0007833865460258,0.0011305840199048,,15310,54171,3,False,False,False,0.0011305840199048,0.0007833865460258,0.0011305840199048,0.0007833865460258
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:52200685-53200684,52200685,53200684,0,1000000,0.5,1000000,0.0035548556123291,0.0099333044524616,,2594,11296,4,False,False,False,0.0099333044524616,0.0035548556123291,0.0099333044524616,0.0035548556123291
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:51200685-52200684,51200685,52200684,1000000,2000000,1.5,1000000,0.0,0.0002315560136876,,13121,53535,4,False,False,False,0.0002315560136876,0.0,0.0002315560136876,0.0
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:50200685-51200684,50200685,51200684,2000000,3000000,2.5,1000000,0.0,0.0,,8386,34569,4,False,False,False,0.0,0.0,0.0,0.0
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:49200685-50200684,49200685,50200684,3000000,4000000,3.5,1000000,0.0,0.0004055002200681,,10742,43712,4,False,False,False,0.0004055002200681,0.0,0.0004055002200681,0.0
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:48200685-49200684,48200685,49200684,4000000,5000000,4.5,1000000,0.0004332348338812,0.0,,11478,46164,4,False,False,False,0.0,0.0004332348338812,0.0,0.0004332348338812
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:47200685-48200684,47200685,48200684,5000000,6000000,5.5,1000000,0.0,0.0001172557938965,,15586,61531,4,False,False,False,0.0001172557938965,0.0,0.0001172557938965,0.0
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:46200685-47200684,46200685,47200684,6000000,7000000,6.5,1000000,0.0,0.0,,6874,27275,4,False,False,False,0.0,0.0,0.0,0.0
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:45200685-46200684,45200685,46200684,7000000,8000000,7.5,1000000,0.0012981841206191,0.0008167882470794,,8172,32093,4,False,False,False,0.0008167882470794,0.0012981841206191,0.0008167882470794,0.0012981841206191
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:44200685-45200684,44200685,45200684,8000000,9000000,8.5,1000000,0.0005010231092312,0.0004650246636588,,7524,29111,4,False,False,False,0.0004650246636588,0.0005010231092312,0.0004650246636588,0.0005010231092312
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:43200685-44200684,43200685,44200684,9000000,10000000,9.5,1000000,0.0004354868235955,0.0002100401559859,,15577,58548,4,False,False,False,0.0002100401559859,0.0004354868235955,0.0002100401559859,0.0004354868235955
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:42200685-43200684,42200685,43200684,10000000,11000000,10.5,1000000,0.0,0.0006381544123626,,4926,20567,4,False,False,False,0.0006381544123626,0.0,0.0006381544123626,0.0
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:41200685-42200684,41200685,42200684,11000000,12000000,11.5,1000000,0.0010578482183179,0.0005286045655293,,6292,25544,4,False,False,False,0.0005286045655293,0.0010578482183179,0.0005286045655293,0.0010578482183179
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:40200685-41200684,40200685,41200684,12000000,13000000,12.5,1000000,0.0,0.0,,154,943,4,False,False,False,0.0,0.0,0.0,0.0
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:39200685-40200684,39200685,40200684,13000000,14000000,13.5,1000000,0.0054313245501015,0.0036285125475884,,929,4046,4,False,False,False,0.0036285125475884,0.0054313245501015,0.0036285125475884,0.0054313245501015
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:38200685-39200684,38200685,39200684,14000000,15000000,14.5,1000000,0.0,0.0,,3935,15162,4,False,False,False,0.0,0.0,0.0,0.0
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:37200685-38200684,37200685,38200684,15000000,16000000,15.5,1000000,0.0,0.0003367438615767,,10427,40318,4,False,False,False,0.0003367438615767,0.0,0.0003367438615767,0.0
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:36200685-37200684,36200685,37200684,16000000,17000000,16.5,1000000,0.0006543595995997,9.205242572406476e-05,,12882,50124,4,False,False,False,9.205242572406476e-05,0.0006543595995997,9.205242572406476e-05,0.0006543595995997
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:35200685-36200684,35200685,36200684,17000000,18000000,17.5,1000000,0.0008135474534167,0.0004253757712632,,13893,55922,4,False,False,False,0.0004253757712632,0.0008135474534167,0.0004253757712632,0.0008135474534167
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:34200685-35200684,34200685,35200684,18000000,19000000,18.5,1000000,0.0002515890568711,0.0,,8453,31170,4,False,False,False,0.0,0.0002515890568711,0.0,0.0002515890568711
Without Nigeria,BurkinaFaso_BanaVillage_vs_Guinea_Siguiri_Dankakoro,BF_BanaVil_vs_GN_Siguiri,BF_BanaVil vs GN_Siguiri,BurkinaFaso_BanaVillage,Guinea_Siguiri_Dankakoro,Burkina Faso,Guinea,Bana Village,Siguiri_Dankakoro,120,81,3R,3R:33200685-34200684,33200685,34200684,19000000,20000000,19.5,1000000,0.0,0.0,,7436,28262,4,False,False,False,0.0,0.0,0.0,0.0
