Comparison_group,Pair_ID,Pair_short,Pair_label,Population_1,Population_2,Country_1,Country_2,Location_1,Location_2,N_population_1,N_population_2,Contig,Region,Genomic_start_POS,Genomic_end_POS,Distance_from_CEN_start,Distance_from_CEN_end,Distance_from_CEN_midpoint_Mb,Window_size_bp,FST0,FST4,Total_sites_available,N_sites_FST4,N_sites_FST0,Pair_order,FST4_above_0p05,FST0_above_0p05,Either_FST_above_0p05,FST4_class_specific,FST0_class_specific,FST4_joint_window,FST0_joint_window
With Nigeria,Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe_vs_BF_BanaVil,NG_Gombe vs BF_BanaVil,Nigeria_Gombe,BurkinaFaso_BanaVillage,Nigeria,Burkina Faso,Gombe,Bana Village,57,120,X,X:393109-1393108,393109,1393108,23000000,24000000,23.5,1000000,0.0006737533611488,0.0004057209561488,,15310,54171,1,False,False,False,0.0004057209561488,0.0006737533611488,0.0004057209561488,0.0006737533611488
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:52200685-53200684,52200685,53200684,0,1000000,0.5,1000000,0.0022683379355821,0.0018025393357352,,2594,11296,2,False,False,False,0.0018025393357352,0.0022683379355821,0.0018025393357352,0.0022683379355821
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:51200685-52200684,51200685,52200684,1000000,2000000,1.5,1000000,0.0033020507847952,0.001593769665739,,13121,53535,2,False,False,False,0.001593769665739,0.0033020507847952,0.001593769665739,0.0033020507847952
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:50200685-51200684,50200685,51200684,2000000,3000000,2.5,1000000,0.0026341351858235,0.001834176421272,,8386,34569,2,False,False,False,0.001834176421272,0.0026341351858235,0.001834176421272,0.0026341351858235
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:49200685-50200684,49200685,50200684,3000000,4000000,3.5,1000000,0.0010472615212333,0.002935868079236,,10742,43712,2,False,False,False,0.002935868079236,0.0010472615212333,0.002935868079236,0.0010472615212333
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:48200685-49200684,48200685,49200684,4000000,5000000,4.5,1000000,0.0001743198459924,0.0,,11478,46164,2,False,False,False,0.0,0.0001743198459924,0.0,0.0001743198459924
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:47200685-48200684,47200685,48200684,5000000,6000000,5.5,1000000,0.0,0.0004138154226418,,15586,61531,2,False,False,False,0.0004138154226418,0.0,0.0004138154226418,0.0
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:46200685-47200684,46200685,47200684,6000000,7000000,6.5,1000000,0.0,0.0,,6874,27275,2,False,False,False,0.0,0.0,0.0,0.0
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:45200685-46200684,45200685,46200684,7000000,8000000,7.5,1000000,0.0030823482053123,0.003293447872753,,8172,32093,2,False,False,False,0.003293447872753,0.0030823482053123,0.003293447872753,0.0030823482053123
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:44200685-45200684,44200685,45200684,8000000,9000000,8.5,1000000,0.0001442683130259,2.6532536184175943e-05,,7524,29111,2,False,False,False,2.6532536184175943e-05,0.0001442683130259,2.6532536184175943e-05,0.0001442683130259
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:43200685-44200684,43200685,44200684,9000000,10000000,9.5,1000000,0.0009516723104882,0.0005712065043022,,15577,58548,2,False,False,False,0.0005712065043022,0.0009516723104882,0.0005712065043022,0.0009516723104882
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:42200685-43200684,42200685,43200684,10000000,11000000,10.5,1000000,0.0,0.0020155254192768,,4926,20567,2,False,False,False,0.0020155254192768,0.0,0.0020155254192768,0.0
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:41200685-42200684,41200685,42200684,11000000,12000000,11.5,1000000,0.0006766552287759,0.0010414260189764,,6292,25544,2,False,False,False,0.0010414260189764,0.0006766552287759,0.0010414260189764,0.0006766552287759
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:40200685-41200684,40200685,41200684,12000000,13000000,12.5,1000000,0.0035373167666409,0.0,,154,943,2,False,False,False,0.0,0.0035373167666409,0.0,0.0035373167666409
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:39200685-40200684,39200685,40200684,13000000,14000000,13.5,1000000,0.0046811779282024,0.0073881803259811,,929,4046,2,False,False,False,0.0073881803259811,0.0046811779282024,0.0073881803259811,0.0046811779282024
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:38200685-39200684,38200685,39200684,14000000,15000000,14.5,1000000,0.0011772185479538,0.0010526466715786,,3935,15162,2,False,False,False,0.0010526466715786,0.0011772185479538,0.0010526466715786,0.0011772185479538
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:37200685-38200684,37200685,38200684,15000000,16000000,15.5,1000000,0.0,0.0,,10427,40318,2,False,False,False,0.0,0.0,0.0,0.0
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:36200685-37200684,36200685,37200684,16000000,17000000,16.5,1000000,0.0,0.0006032819179807,,12882,50124,2,False,False,False,0.0006032819179807,0.0,0.0006032819179807,0.0
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:35200685-36200684,35200685,36200684,17000000,18000000,17.5,1000000,0.0,0.0001072752444004,,13893,55922,2,False,False,False,0.0001072752444004,0.0,0.0001072752444004,0.0
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:34200685-35200684,34200685,35200684,18000000,19000000,18.5,1000000,0.001221293005948,0.000756231608323,,8453,31170,2,False,False,False,0.000756231608323,0.001221293005948,0.000756231608323,0.001221293005948
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:33200685-34200684,33200685,34200684,19000000,20000000,19.5,1000000,0.0007503697810767,0.0,,7436,28262,2,False,False,False,0.0,0.0007503697810767,0.0,0.0007503697810767
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:32200685-33200684,32200685,33200684,20000000,21000000,20.5,1000000,0.0002757860104016,0.0005481796964409,,2090,8177,2,False,False,False,0.0005481796964409,0.0002757860104016,0.0005481796964409,0.0002757860104016
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:31200685-32200684,31200685,32200684,21000000,22000000,21.5,1000000,0.0004298264561646,8.966213655381036e-05,,8476,31667,2,False,False,False,8.966213655381036e-05,0.0004298264561646,8.966213655381036e-05,0.0004298264561646
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:30200685-31200684,30200685,31200684,22000000,23000000,22.5,1000000,0.0006824013739829,0.0006603540665308,,10926,41533,2,False,False,False,0.0006603540665308,0.0006824013739829,0.0006603540665308,0.0006824013739829
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:29200685-30200684,29200685,30200684,23000000,24000000,23.5,1000000,0.0004893264067775,0.0014048473107749,,4146,15604,2,False,False,False,0.0014048473107749,0.0004893264067775,0.0014048473107749,0.0004893264067775
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,3R,3R:28200685-29200684,28200685,29200684,24000000,25000000,24.5,1000000,0.062223381077445,0.0816405990494552,,10912,40164,2,True,True,True,,,,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:23393109-24393108,23393109,24393108,0,1000000,0.5,1000000,0.0006884877531599,0.0,,1995,7769,2,False,False,False,0.0,0.0006884877531599,0.0,0.0006884877531599
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:22393109-23393108,22393109,23393108,1000000,2000000,1.5,1000000,0.0,0.0,,913,3779,2,False,False,False,0.0,0.0,0.0,0.0
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:21393109-22393108,21393109,22393108,2000000,3000000,2.5,1000000,0.0136534974796575,0.0003610963503106,,1008,4241,2,False,False,False,0.0003610963503106,0.0136534974796575,0.0003610963503106,0.0136534974796575
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:20393109-21393108,20393109,21393108,3000000,4000000,3.5,1000000,0.0014718250601461,0.008371684124615,,1004,4346,2,False,False,False,0.008371684124615,0.0014718250601461,0.008371684124615,0.0014718250601461
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:19393109-20393108,19393109,20393108,4000000,5000000,4.5,1000000,0.0037479153257173,0.0016520736085489,,7559,26297,2,False,False,False,0.0016520736085489,0.0037479153257173,0.0016520736085489,0.0037479153257173
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:18393109-19393108,18393109,19393108,5000000,6000000,5.5,1000000,0.0029992414865876,0.0042636779712191,,8599,30246,2,False,False,False,0.0042636779712191,0.0029992414865876,0.0042636779712191,0.0029992414865876
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:17393109-18393108,17393109,18393108,6000000,7000000,6.5,1000000,0.0015964416587088,0.0026653677248587,,7663,26828,2,False,False,False,0.0026653677248587,0.0015964416587088,0.0026653677248587,0.0015964416587088
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:16393109-17393108,16393109,17393108,7000000,8000000,7.5,1000000,0.0149637525534236,0.0116938656394083,,9644,33912,2,False,False,False,0.0116938656394083,0.0149637525534236,0.0116938656394083,0.0149637525534236
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:15393109-16393108,15393109,16393108,8000000,9000000,8.5,1000000,0.1811290509963604,0.1051240854882393,,8592,29830,2,True,True,True,,,,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:14393109-15393108,14393109,15393108,9000000,10000000,9.5,1000000,0.2009412562247824,0.1534064939612437,,7287,24942,2,True,True,True,,,,
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:13393109-14393108,13393109,14393108,10000000,11000000,10.5,1000000,0.0080799314209103,0.0127418867296682,,9597,34062,2,False,False,False,0.0127418867296682,0.0080799314209103,0.0127418867296682,0.0080799314209103
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:12393109-13393108,12393109,13393108,11000000,12000000,11.5,1000000,0.0006557581010799,0.0023582780526204,,7262,24701,2,False,False,False,0.0023582780526204,0.0006557581010799,0.0023582780526204,0.0006557581010799
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:11393109-12393108,11393109,12393108,12000000,13000000,12.5,1000000,0.0027787173519532,0.0023374062840766,,9421,33914,2,False,False,False,0.0023374062840766,0.0027787173519532,0.0023374062840766,0.0027787173519532
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:10393109-11393108,10393109,11393108,13000000,14000000,13.5,1000000,0.0,0.0001948731175871,,7101,23410,2,False,False,False,0.0001948731175871,0.0,0.0001948731175871,0.0
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:9393109-10393108,9393109,10393108,14000000,15000000,14.5,1000000,0.0030158480931456,0.0019038818017429,,13600,44499,2,False,False,False,0.0019038818017429,0.0030158480931456,0.0019038818017429,0.0030158480931456
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:8393109-9393108,8393109,9393108,15000000,16000000,15.5,1000000,0.0108143854744488,0.0084666101276929,,7345,23518,2,False,False,False,0.0084666101276929,0.0108143854744488,0.0084666101276929,0.0108143854744488
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:7393109-8393108,7393109,8393108,16000000,17000000,16.5,1000000,0.0024584413660302,0.0021288011032227,,14991,49696,2,False,False,False,0.0021288011032227,0.0024584413660302,0.0021288011032227,0.0024584413660302
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:6393109-7393108,6393109,7393108,17000000,18000000,17.5,1000000,0.0,0.0011242891751747,,11501,37169,2,False,False,False,0.0011242891751747,0.0,0.0011242891751747,0.0
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:5393109-6393108,5393109,6393108,18000000,19000000,18.5,1000000,0.0008616593486011,0.0007521247994746,,11395,37847,2,False,False,False,0.0007521247994746,0.0008616593486011,0.0007521247994746,0.0008616593486011
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:4393109-5393108,4393109,5393108,19000000,20000000,19.5,1000000,0.0003848025060088,0.0008554814787556,,11599,37899,2,False,False,False,0.0008554814787556,0.0003848025060088,0.0008554814787556,0.0003848025060088
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:3393109-4393108,3393109,4393108,20000000,21000000,20.5,1000000,0.0019930539897071,0.0003628494200205,,6424,21945,2,False,False,False,0.0003628494200205,0.0019930539897071,0.0003628494200205,0.0019930539897071
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:2393109-3393108,2393109,3393108,21000000,22000000,21.5,1000000,0.0018924502784583,0.0010153274213394,,12147,40663,2,False,False,False,0.0010153274213394,0.0018924502784583,0.0010153274213394,0.0018924502784583
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:1393109-2393108,1393109,2393108,22000000,23000000,22.5,1000000,0.0023577453683579,0.0010905512659538,,13791,46192,2,False,False,False,0.0010905512659538,0.0023577453683579,0.0010905512659538,0.0023577453683579
With Nigeria,Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe_vs_GN_Siguiri,NG_Gombe vs GN_Siguiri,Nigeria_Gombe,Guinea_Siguiri_Dankakoro,Nigeria,Guinea,Gombe,Siguiri_Dankakoro,57,81,X,X:393109-1393108,393109,1393108,23000000,24000000,23.5,1000000,0.0012527161536638,0.0006275295343189,,15310,54171,2,False,False,False,0.0006275295343189,0.0012527161536638,0.0006275295343189,0.0012527161536638
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:52200685-53200684,52200685,53200684,0,1000000,0.5,1000000,0.0110953533588894,0.0216423674484011,,2594,11296,3,False,False,False,0.0216423674484011,0.0110953533588894,0.0216423674484011,0.0110953533588894
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:51200685-52200684,51200685,52200684,1000000,2000000,1.5,1000000,0.0012677196613402,0.0010893530100851,,13121,53535,3,False,False,False,0.0010893530100851,0.0012677196613402,0.0010893530100851,0.0012677196613402
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:50200685-51200684,50200685,51200684,2000000,3000000,2.5,1000000,0.0020450350200757,0.0021138389609143,,8386,34569,3,False,False,False,0.0021138389609143,0.0020450350200757,0.0021138389609143,0.0020450350200757
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:49200685-50200684,49200685,50200684,3000000,4000000,3.5,1000000,0.0060175006996987,0.0043657069188622,,10742,43712,3,False,False,False,0.0043657069188622,0.0060175006996987,0.0043657069188622,0.0060175006996987
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:48200685-49200684,48200685,49200684,4000000,5000000,4.5,1000000,0.0005688244415355,0.0009423970350531,,11478,46164,3,False,False,False,0.0009423970350531,0.0005688244415355,0.0009423970350531,0.0005688244415355
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:47200685-48200684,47200685,48200684,5000000,6000000,5.5,1000000,0.0,0.0003678940291614,,15586,61531,3,False,False,False,0.0003678940291614,0.0,0.0003678940291614,0.0
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:46200685-47200684,46200685,47200684,6000000,7000000,6.5,1000000,0.0010474773020397,0.0020916720260889,,6874,27275,3,False,False,False,0.0020916720260889,0.0010474773020397,0.0020916720260889,0.0010474773020397
With Nigeria,Nigeria_Gombe_vs_Mali_Faladje,NG_Gombe_vs_ML_Faladje,NG_Gombe vs ML_Faladje,Nigeria_Gombe,Mali_Faladje,Nigeria,Mali,Gombe,Faladje,57,75,3R,3R:45200685-46200684,45200685,46200684,7000000,8000000,7.5,1000000,0.0029564328142735,0.0033870375925186,,8172,32093,3,False,False,False,0.0033870375925186,0.0029564328142735,0.0033870375925186,0.0029564328142735
